Record_ID,Record_Type,Detection_Method,Anomaly_Category,Affected_Columns,Observed_Value,Expected_Condition,Severity,Explanation,Rule_ID,Source_Dataset,Detection_Timestamp
MC100088,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Billed_Amount,Billed_Amount = -1618.34,Billed_Amount >= 0,HIGH,"Billed amount ($-1618.34) is negative. Under financial semantics, billed amounts must be non-negative.",R_FIN_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.203509
MC101294,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Billed_Amount,Billed_Amount = -961.0,Billed_Amount >= 0,HIGH,"Billed amount ($-961.00) is negative. Under financial semantics, billed amounts must be non-negative.",R_FIN_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.203509
MC102913,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Billed_Amount,Billed_Amount = -1053.94,Billed_Amount >= 0,HIGH,"Billed amount ($-1053.94) is negative. Under financial semantics, billed amounts must be non-negative.",R_FIN_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.203509
MC103016,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Billed_Amount,Billed_Amount = -1584.04,Billed_Amount >= 0,HIGH,"Billed amount ($-1584.04) is negative. Under financial semantics, billed amounts must be non-negative.",R_FIN_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.203509
MC103600,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Billed_Amount,Billed_Amount = -1629.25,Billed_Amount >= 0,HIGH,"Billed amount ($-1629.25) is negative. Under financial semantics, billed amounts must be non-negative.",R_FIN_001,medical_claim_cleaned.csv,2026-08-15T02:04:36.203509
MC104693,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1884.03,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1884.03) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.204508
MC104591,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -306.99,Allowed_Amount >= 0,HIGH,"Allowed amount ($-306.99) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.204508
MC103047,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1030.67,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1030.67) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.204508
MC104054,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -639.62,Allowed_Amount >= 0,HIGH,"Allowed amount ($-639.62) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.204508
MC102754,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -741.2,Allowed_Amount >= 0,HIGH,"Allowed amount ($-741.20) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC102277,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -799.77,Allowed_Amount >= 0,HIGH,"Allowed amount ($-799.77) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC100417,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -791.34,Allowed_Amount >= 0,HIGH,"Allowed amount ($-791.34) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC101931,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -996.91,Allowed_Amount >= 0,HIGH,"Allowed amount ($-996.91) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC102182,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1232.89,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1232.89) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC103586,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1149.43,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1149.43) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206016
MC102816,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1096.8,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1096.80) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC101906,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1209.3,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1209.30) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC100962,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1093.81,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1093.81) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC103230,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1551.61,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1551.61) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC103225,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -708.02,Allowed_Amount >= 0,HIGH,"Allowed amount ($-708.02) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC101480,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -756.22,Allowed_Amount >= 0,HIGH,"Allowed amount ($-756.22) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC103595,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -1021.21,Allowed_Amount >= 0,HIGH,"Allowed amount ($-1021.21) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC101860,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -981.46,Allowed_Amount >= 0,HIGH,"Allowed amount ($-981.46) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC102313,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -633.28,Allowed_Amount >= 0,HIGH,"Allowed amount ($-633.28) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC103503,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Allowed_Amount,Allowed_Amount = -650.31,Allowed_Amount >= 0,HIGH,"Allowed amount ($-650.31) is negative. Under financial semantics, allowed amounts must be non-negative.",R_FIN_002,medical_claim_cleaned.csv,2026-08-15T02:04:36.206537
MC101377,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -836.15,Paid_Amount >= 0,HIGH,Paid amount ($-836.15) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.208547
MC101404,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1018.57,Paid_Amount >= 0,HIGH,Paid amount ($-1018.57) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC102114,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -614.95,Paid_Amount >= 0,HIGH,Paid amount ($-614.95) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC103699,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1183.67,Paid_Amount >= 0,HIGH,Paid amount ($-1183.67) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC100118,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -665.07,Paid_Amount >= 0,HIGH,Paid amount ($-665.07) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC102676,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1428.29,Paid_Amount >= 0,HIGH,Paid amount ($-1428.29) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC104869,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1887.35,Paid_Amount >= 0,HIGH,Paid amount ($-1887.35) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC100385,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -861.02,Paid_Amount >= 0,HIGH,Paid amount ($-861.02) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC100858,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -71.81,Paid_Amount >= 0,HIGH,Paid amount ($-71.81) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC100652,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -654.18,Paid_Amount >= 0,HIGH,Paid amount ($-654.18) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC100034,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -910.44,Paid_Amount >= 0,HIGH,Paid amount ($-910.44) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC102525,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1662.17,Paid_Amount >= 0,HIGH,Paid amount ($-1662.17) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC103540,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -982.22,Paid_Amount >= 0,HIGH,Paid amount ($-982.22) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.209545
MC104837,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -11422.34,Paid_Amount >= 0,HIGH,Paid amount ($-11422.34) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.210547
MC102058,MEDICAL_CLAIM,Rule-Based,Invalid Financial Value,Paid_Amount,Paid_Amount = -1499.14,Paid_Amount >= 0,HIGH,Paid amount ($-1499.14) is negative. Paid claim lines must have non-negative payments.,R_FIN_003,medical_claim_cleaned.csv,2026-08-15T02:04:36.210547
MC104227,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1678.63, Allowed = 567.12",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1678.63) exceeds the allowed amount ($567.12). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC104693,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1884.03, Allowed = -1884.03",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1884.03) exceeds the allowed amount ($-1884.03). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC101709,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2566.72, Allowed = 850.55",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2566.72) exceeds the allowed amount ($850.55). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC102574,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2237.52, Allowed = 1130.01",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2237.52) exceeds the allowed amount ($1130.01). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC102054,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2874.57, Allowed = 973.81",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2874.57) exceeds the allowed amount ($973.81). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC101538,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 684.53, Allowed = 236.22",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($684.53) exceeds the allowed amount ($236.22). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC104591,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 306.99, Allowed = -306.99",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($306.99) exceeds the allowed amount ($-306.99). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC100942,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1415.92, Allowed = 854.59",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1415.92) exceeds the allowed amount ($854.59). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC101824,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1757.24, Allowed = 779.62",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1757.24) exceeds the allowed amount ($779.62). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC101925,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2512.2, Allowed = 1361.51",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2512.20) exceeds the allowed amount ($1361.51). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.214551
MC103047,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1030.67, Allowed = -1030.67",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1030.67) exceeds the allowed amount ($-1030.67). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC104281,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2536.96, Allowed = 924.51",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2536.96) exceeds the allowed amount ($924.51). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC102582,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 18705.15, Allowed = 12363.2",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($18705.15) exceeds the allowed amount ($12363.20). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC104054,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 639.62, Allowed = -639.62",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($639.62) exceeds the allowed amount ($-639.62). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC102728,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1306.58, Allowed = 741.75",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1306.58) exceeds the allowed amount ($741.75). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC100978,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1486.61, Allowed = 957.38",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1486.61) exceeds the allowed amount ($957.38). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216065
MC102754,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 741.2, Allowed = -741.2",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($741.20) exceeds the allowed amount ($-741.20). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC102277,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 799.77, Allowed = -799.77",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($799.77) exceeds the allowed amount ($-799.77). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC102333,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 3249.51, Allowed = 1767.82",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($3249.51) exceeds the allowed amount ($1767.82). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC100342,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 4446.03, Allowed = 1315.17",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($4446.03) exceeds the allowed amount ($1315.17). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC102091,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2895.52, Allowed = 950.4",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2895.52) exceeds the allowed amount ($950.40). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC100417,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 791.34, Allowed = -791.34",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($791.34) exceeds the allowed amount ($-791.34). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC102159,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1414.03, Allowed = 477.44",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1414.03) exceeds the allowed amount ($477.44). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC101931,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 996.91, Allowed = -996.91",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($996.91) exceeds the allowed amount ($-996.91). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC101505,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2218.82, Allowed = 784.48",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2218.82) exceeds the allowed amount ($784.48). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC103764,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 2635.06, Allowed = 955.89",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($2635.06) exceeds the allowed amount ($955.89). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC102182,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1232.89, Allowed = -1232.89",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1232.89) exceeds the allowed amount ($-1232.89). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.216598
MC101678,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1539.73, Allowed = 548.71",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1539.73) exceeds the allowed amount ($548.71). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.217507
MC104171,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 1426.51, Allowed = 528.99",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($1426.51) exceeds the allowed amount ($528.99). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.217507
MC100138,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 3120.26, Allowed = 1511.92",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($3120.26) exceeds the allowed amount ($1511.92). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.217507
MC104772,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 4723.44, Allowed = 1559.34",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($4723.44) exceeds the allowed amount ($1559.34). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.217507
MC102560,MEDICAL_CLAIM,Rule-Based,Logical Inconsistency,"Paid_Amount, Allowed_Amount","Paid = 370.53, Allowed = 219.02",Paid_Amount <= Allowed_Amount,HIGH,Paid amount ($370.53) exceeds the allowed amount ($219.02). This is financially inconsistent as payments must not exceed allowed benefits.,R_FIN_005,medical_claim_cleaned.csv,2026-08-15T02:04:36.217507
